id,"replace(replace(replace(campaign.name, char(10), ''), char(13), ''), ',', '')",does the link work,gallery,has a video,does the video work (1/0),direct link,youtube/other (1/0),link,finance,etat,ville,raised_amount,goal_amount,percent,time_left_qty,end_year
16316,37th Parallel Album Fund,1,1,1,,,,https://www.indiegogo.com/projects/37th-parallel-album-fund,Flexible Funding, California,Los Altos,0,3200,0,0,2014
4797,Your Chance to Die is hitting the road!,1,1,1,,,,https://www.indiegogo.com/projects/your-chance-to-die-is-hitting-the-road,Flexible Funding, South Carolina,Camden,1280,10000,13,0,2014
117441,Help Tumbleweed Company fund recording their next album with Ken Coomer!,1,NULL,1,,,,https://www.indiegogo.com/projects/help-tumbleweed-company-fund-recording-their-next-album-with-ken-coomer,Flexible Funding, Tennessee,Nashville,8070,8000,101,0,2013
11525,Amp Cab For Allen,1,2,1,,,,https://www.indiegogo.com/projects/amp-cab-for-allen,Flexible Funding, California,Fremont,0,500,0,0,2014
97250,The New Album by Horizon i,1,11,1,,,,https://www.indiegogo.com/projects/the-new-album-by-horizon-i,Flexible Funding, Arizona,Phoenix,2048,1800,114,0,2015
52484,Alejandro ViêÑÔ±ao's First Percussion Trio!,1,5,1,,,,https://www.indiegogo.com/projects/alejandro-vinao-s-first-percussion-trio,Flexible Funding, California,Los Angeles,2500,2500,100,0,2014
164113,New Chords Members Compete at ICCAs!,1,NULL,1,,,,https://www.indiegogo.com/projects/new-chords-members-compete-at-iccas,Flexible Funding, Ohio,Athens,785,700,112,0,2015
254774,The ULTRASOUND Project,1,NULL,1,,,,https://www.indiegogo.com/projects/the-ultrasound-project,Flexible Funding, Michigan,Detroit,245,5000,5,0,2012
212933,Deibreak - New Sun Rising,1,NULL,1,,,,https://www.indiegogo.com/projects/deibreak-new-sun-rising,Flexible Funding, California,Moreno Valley,252,5000,5,0,2013
99885,Holy Realm Music Group,1,7,1,,,,https://www.indiegogo.com/projects/holy-realm-music-group,Flexible Funding, Michigan,Detroit,0,5000,0,0,2015
255017,MACE 6 song Ep and Merchandise Catalog,1,12,1,,,,https://www.indiegogo.com/projects/mace-6-song-ep-and-merchandise-catalog,Flexible Funding, Washington,Seattle,1166,5000,23,0,2012
166001,L.A. 2 OJAI Music Festival - Summer 2014 Ojai CA,1,1,1,,,,https://www.indiegogo.com/projects/l-a-2-ojai-music-festival-summer-2014-ojai-ca,Fixed Funding, California,Ojai,350,35000,1,0,2014
310618,Alla Turca around the World - Alla Turca ile Devr-i Alem,1,6,1,,,,https://www.indiegogo.com/projects/alla-turca-around-the-world-alla-turca-ile-devr-i-alem--5,Flexible Funding, New York,New York,650,12000,5,0,2013
147930,CORE Music Foundation's Battle for Charity Campaign 2014,1,1,1,,,,https://www.indiegogo.com/projects/core-music-foundation-s-battle-for-charity-campaign-2014,Flexible Funding, Illinois,Oak Park (Chicagoland area),10,2000,1,0,2014
89225,A Viola for Tanya,1,2,1,,,,https://www.indiegogo.com/projects/a-viola-for-tanya,Flexible Funding, Massachusetts,South Hadley,3148,22000,14,0,2014
116446,Peregrine Vocal Ensemble,1,2,1,,,,https://www.indiegogo.com/projects/peregrine-vocal-ensemble,Flexible Funding, Illinois,Lake Forest,3700,3600,103,0,2013
128341,Molybden : Woman Who Left Behind 45 RPM,1,NULL,1,,,,https://www.indiegogo.com/projects/molybden-woman-who-left-behind-45-rpm,Fixed Funding, Texas,austin,2296,2222,103,0,2013
196172,Escape Reality,1,NULL,1,,,,https://www.indiegogo.com/projects/escape-reality,Flexible Funding, New York,New York,110,10000,1,0,2013
148410,Foster McGinty's new album The Lucy Stone,1,NULL,1,,,,https://www.indiegogo.com/projects/foster-mcginty-s-new-album-the-lucy-stone,Flexible Funding, New York,Woodstock,15000,15000,100,0,2014
6565,Help Rescue Dawn Record their Sophmore Release!,1,1,1,,,,https://www.indiegogo.com/projects/help-rescue-dawn-record-their-sophmore-release,Flexible Funding, New York,Buffalo,1330,2000,67,0,2014
259967,Ben Z and Dejection's Full Length Album!,1,2,1,,,,https://www.indiegogo.com/projects/ben-z-and-dejection-s-full-length-album,Flexible Funding, Wisconsin,Madison,1540,1500,103,0,2012
206104,Twilight Messenger Debut Album: The Dragonlord,1,2,1,,,,https://www.indiegogo.com/projects/twilight-messenger-debut-album-the-dragonlord,Fixed Funding, Washington,Toppenish,2226,2100,106,0,2013
142512,Consider the Source - NEW DOUBLE ALBUM,1,NULL,1,,,,https://www.indiegogo.com/projects/consider-the-source-new-double-album,Flexible Funding, New York,NYC,24000,20000,120,0,2014
1984,MULA : Team Backpack,1,NULL,1,,,,https://www.indiegogo.com/projects/mula-team-backpack,Flexible Funding, Missouri,Kansas City,510,500,102,0,2014
72190,Rainbow Girls Second Album,1,11,1,,,,https://www.indiegogo.com/projects/rainbow-girls-second-album,Flexible Funding, California,Santa Barbara,11303,20000,57,0,2014
7460,Lavender 3,1,8,1,,,,https://www.indiegogo.com/projects/lavender-3,Flexible Funding, Missouri,64111,1670,4500,37,0,2014
37735,Support hiphop blog! Promoting artistry and Talent,1,1,1,,,,https://www.indiegogo.com/projects/support-hiphop-blog-promoting-artistry-and-talent,Flexible Funding, Pennsylvania,Philadelphia,0,500,0,0,2014
326219,The Truth Movement,1,NULL,1,,,,https://www.indiegogo.com/projects/the-truth-movement--32,Flexible Funding, Florida,Miami,0,11000,0,0,2013
183408,Allstars Tour,1,1,1,,,,https://www.indiegogo.com/projects/allstars-tour--3,Flexible Funding, Massachusetts,Boston,1050,1000,105,0,2013
9003,Sustain The Vibes,1,NULL,1,,,,https://www.indiegogo.com/projects/sustain-the-vibes--16,Flexible Funding, North Carolina,Elon,0,1000,0,0,2014
228998,Help a Ho give birf to her new album!!!!,1,NULL,1,,,,https://www.indiegogo.com/projects/help-a-ho-give-birf-to-her-new-album,Flexible Funding, California,Los Angeles,2214,5000,44,0,2010
32361,No Place Called Home EP,1,3,1,,,,https://www.indiegogo.com/projects/no-place-called-home-ep,Fixed Funding, North Carolina,Fayetteville,90,2500,4,0,2014
37631,Creating an Empty Vessel,1,NULL,1,,,,https://www.indiegogo.com/projects/creating-an-empty-vessel--2,Flexible Funding, North Carolina,Morehead City,40,1000,4,0,2014
232767,A company for Pacific NW musicians!,1,2,1,,,,https://www.indiegogo.com/projects/a-company-for-pacific-nw-musicians,Flexible Funding, Oregon,Portland,203,4000,5,0,2011
307693,Help MikeREAL release the You Owe HIM Your Life project,1,NULL,1,,,,https://www.indiegogo.com/projects/help-mikereal-release-the-you-owe-him-your-life-project,Flexible Funding, Missouri,Saint Louis,38,4500,1,0,2012
3499,Vallenato in the Box Chapter 1 - La Caja del Vallenato Episodio 1,1,11,1,,,,https://www.indiegogo.com/projects/vallenato-in-the-box-chapter-1-la-caja-del-vallenato-episodio-1,Flexible Funding, New York,New York,12740,12000,106,0,2014
120005,*ThaDollar&ADream Campaign,1,3,1,,,,https://www.indiegogo.com/projects/thadollar-adream-campaign,Flexible Funding, California,Los Angeles,151,5000,3,0,2014
144605,The Humble Hooligans need your Help!,1,26,1,,,,https://www.indiegogo.com/projects/the-humble-hooligans-need-your-help,Flexible Funding, California,Long Beach,2131,5000,43,0,2014
250306,The Brown Derbies' Europe Tour!,1,NULL,1,,,,https://www.indiegogo.com/projects/the-brown-derbies-europe-tour,Flexible Funding, Rhode Island,Providence,3215,3000,107,0,2012
197656,Candace Bennett EP,1,2,1,,,,https://www.indiegogo.com/projects/candace-bennett-ep,Flexible Funding, Alabama,Mobile,3865,3500,110,0,2013
195046,Alla Turca around the World - Alla Turca ile Devr-i Alem,1,9,1,,,,https://www.indiegogo.com/projects/alla-turca-around-the-world-alla-turca-ile-devr-i-alem--6,Flexible Funding, New York,New York,585,4000,15,0,2013
123640,Trenton Thomas - Modern Hymnal Tour,1,NULL,1,,,,https://www.indiegogo.com/projects/trenton-thomas-modern-hymnal-tour,Flexible Funding, Michigan,Ishpeming,0,10000,0,0,2013
35502,Miles Davis Memorial,1,8,1,,,,https://www.indiegogo.com/projects/miles-davis-memorial,Flexible Funding, Illinois,Alton,2950,25000,12,0,2014
218019,Colleen Lloy -  Thunder Live - World Tour Part II,1,11,1,,,,https://www.indiegogo.com/projects/colleen-lloy-thunder-live-world-tour-part-ii,Flexible Funding, Tennessee,Nashville,615,10000,6,0,2013
223503,The State Line's EP,1,2,1,,,,https://www.indiegogo.com/projects/the-state-line-s-ep,Flexible Funding, Utah,Ogden,140,2000,7,0,2013
237626,Reality Island Records Needs Help,1,NULL,1,,,,https://www.indiegogo.com/projects/reality-island-records-needs-help,Flexible Funding, North Carolina,Richfield,0,11000,0,0,2011
246192,Music is ''Light'' Tour,1,NULL,1,,,,https://www.indiegogo.com/projects/music-is-light-tour,Flexible Funding, California,Los Angeles,150,5000,3,0,2011
295917,BODEAN FEST 2012,1,1,1,,,,https://www.indiegogo.com/projects/bodean-fest-2012,Flexible Funding, Texas,Midland,0,11500,0,0,2012
280881,Help fund The Captain Hates The Sea's new album!,1,NULL,1,,,,https://www.indiegogo.com/projects/help-fund-the-captain-hates-the-sea-s-new-album,Fixed Funding, Illinois,Chicago,3026,3000,101,0,2012
293669,Homegrown Harvest Music & Arts Festival,1,NULL,1,,,,https://www.indiegogo.com/projects/homegrown-harvest-music-arts-festival,Flexible Funding, Louisiana,New Orleans,380,50000,1,0,2012
138034,Sparkles,1,2,1,,,,https://www.indiegogo.com/projects/sparkles,Flexible Funding, Minnesota,Rochester,0,1000000,0,0,2014
163360,Ende Tymes IV,1,NULL,1,,,,https://www.indiegogo.com/projects/ende-tymes-iv,Flexible Funding, New York,Brooklyn,5432,5000,109,0,2014
127798,The 1st Annual Int'l Harlem Jazz Festival,1,1,1,,,,https://www.indiegogo.com/projects/the-1st-annual-int-l-harlem-jazz-festival,Flexible Funding, New York,Harlem,225,10000,2,0,2013
61237,War Games UK tour 2015,1,NULL,1,,,,https://www.indiegogo.com/projects/war-games-uk-tour-2015,Flexible Funding, Rhode Island,Providence,1861,10000,19,0,2014
129679,Help Lara Hope & The Ark-Tones record their debut album 'Luck Maker',1,2,1,,,,https://www.indiegogo.com/projects/help-lara-hope-the-ark-tones-record-their-debut-album-luck-maker,Flexible Funding, New York,12401,10000,10000,100,0,2013
34902,Tonia Hughes Holiday CD,1,14,1,,,,https://www.indiegogo.com/projects/tonia-hughes-holiday-cd,Flexible Funding, Minnesota,Minneapolis,3325,8000,42,0,2014
194983,BET Awards Package,1,2,1,,,,https://www.indiegogo.com/projects/bet-awards-package,Flexible Funding, Texas,Houston,0,5000,0,0,2013
2247,Gabriella Solene - Recording For New EP,1,NULL,1,,,,https://www.indiegogo.com/projects/gabriella-solene-recording-for-new-ep,Flexible Funding, New York,Oakland Gardens,1550,2500,62,0,2014
241593,Gabriel Teodros CPTM Album Campaign,1,NULL,1,,,,https://www.indiegogo.com/projects/gabriel-teodros-cptm-album-campaign,Flexible Funding, Washington,Seattle,1668,10000,17,0,2011
122861,Shira & Ofer's first professional album!,1,1,1,,,,https://www.indiegogo.com/projects/shira-ofer-s-first-professional-album,Flexible Funding, New York,New York,2233,3840,58,0,2013
28378,Pura Vida Music&Art Bash!  World tour'2014 fundraiser,1,2,1,,,,https://www.indiegogo.com/projects/pura-vida-music-art-bash-world-tour-2014-fundraiser--4,Flexible Funding, Oregon,Portland,30,2800,1,0,2014
88867,Luke Redfield - new album tour film,1,NULL,1,,,,https://www.indiegogo.com/projects/luke-redfield-new-album-tour-film,Flexible Funding, Minnesota,Minneapolis,99,9999,1,0,2014
26509,Andalusia Rose is releasing their second EP on vinyl!!,1,11,1,,,,https://www.indiegogo.com/projects/andalusia-rose-is-releasing-their-second-ep-on-vinyl,Flexible Funding, California,Oakland,3565,5000,71,0,2014
278909,Girls Rock! Rochester 2013 indie gogo campaign,1,NULL,1,,,,https://www.indiegogo.com/projects/girls-rock-rochester-2013-indie-gogo-campaign,Flexible Funding, New York,Rochester,2538,2500,102,0,2013
4681,Courtney's Stars of Tomorrow: A Gala Concert,1,NULL,1,,,,https://www.indiegogo.com/projects/courtney-s-stars-of-tomorrow-a-gala-concert,Flexible Funding, New York,New York,110,2500,4,0,2014
317748,U R Beautiful!,1,4,1,,,,https://www.indiegogo.com/projects/u-r-beautiful,Flexible Funding, Georgia,Atlanta,1865,13000,14,0,2013
611,Another Idiot Frontman Goes Solo!,1,4,1,,,,https://www.indiegogo.com/projects/another-idiot-frontman-goes-solo,Flexible Funding, California,Los Angeles,3445,3000,115,0,2014
52431,'The Secret Room' EP,1,NULL,1,,,,https://www.indiegogo.com/projects/the-secret-room-ep,Flexible Funding, Georgia,Atlanta,1410,2500,56,0,2014
212546,Album: Golden,1,1,1,,,,https://www.indiegogo.com/projects/album-golden,Flexible Funding, Wisconsin,Madison,0,5000,0,0,2013
316020,Amherst Symphony Orchestra Tour,1,3,1,,,,https://www.indiegogo.com/projects/amherst-symphony-orchestra-tour,Flexible Funding, Massachusetts,Amherst,540,500,108,0,2013
178646,Breadcrumbs and Butterflies,1,8,1,,,,https://www.indiegogo.com/projects/breadcrumbs-and-butterflies,Flexible Funding, California,Palm Desert,1839,3000,61,0,2013
75591,Breanna Barbara - Upcoming Album - Mirage Dreams,1,NULL,1,,,,https://www.indiegogo.com/projects/breanna-barbara-upcoming-album-mirage-dreams,Flexible Funding, New York,Brooklyn,6536,15000,44,0,2014
80327,Invest In Music and Yield Song Royalties For Life,1,15,1,,,,https://www.indiegogo.com/projects/invest-in-music-and-yield-song-royalties-for-life--2,Flexible Funding, New York,New York,1,500000,0,0,2014
8028,Will Champlin Deserves to be Radio-Active,1,6,1,,,,https://www.indiegogo.com/projects/will-champlin-deserves-to-be-radio-active,Flexible Funding, California,Los Angeles,13055,35000,37,0,2014
63969,Blake Byrd Band Debut Album: Wherever You Are Now,1,NULL,1,,,,https://www.indiegogo.com/projects/blake-byrd-band-debut-album-wherever-you-are-now,Flexible Funding, Texas,Dallas,1726,2000,86,0,2014
177889,FIFTH NATION PRODUCTION,1,NULL,1,,,,https://www.indiegogo.com/projects/fifth-nation-production,Flexible Funding, Alabama,valley,0,100000,0,0,2013
121646,MUZIK LUVAHAZ... NEW YORK SCREENING,1,16,1,,,,https://www.indiegogo.com/projects/muzik-luvahaz-new-york-screening,Flexible Funding, Georgia,Atlanta,0,1500,0,0,2013
170482,Album fundraising,1,1,1,,,,https://www.indiegogo.com/projects/album-fundraising,Flexible Funding, Massachusetts,Cambridge,1440,13375,11,0,2013
47433,Ghost Quartet,1,NULL,1,,,,https://www.indiegogo.com/projects/ghost-quartet,Flexible Funding, New York,Brooklyn,10525,10000,105,0,2014
109451,OWL CREEK   music with emotional connection,1,7,1,,,,https://www.indiegogo.com/projects/owl-creek-music-with-emotional-connection,Flexible Funding, Ohio,Mount Vernon,2025,5000,41,0,2015
31451,Jazz Voices of Poetry,1,NULL,1,,,,https://www.indiegogo.com/projects/jazz-voices-of-poetry--2,Flexible Funding, California,San Francisco,5596,55000,10,0,2014
185628,Paulway's Debut Album Mad as a Hatter.,1,7,1,,,,https://www.indiegogo.com/projects/paulway-s-debut-album-mad-as-a-hatter,Flexible Funding, California,San Francisco,3689,25000,15,0,2013
99735,Spaced Out Music Festival,1,2,1,,,,https://www.indiegogo.com/projects/spaced-out-music-festival,Flexible Funding, Texas,Corpus Christi,0,200000,0,0,2015
74795,Help me reach my goal so I can finish my album!,1,NULL,1,,,,https://www.indiegogo.com/projects/help-me-reach-my-goal-so-i-can-finish-my-album,Flexible Funding, California,San Francisco,0,20000,0,0,2014
71079,Lowly Spects Full Length Album!,1,2,1,,,,https://www.indiegogo.com/projects/lowly-spects-full-length-album,Flexible Funding, California,Costa Mesa,4060,5000,81,0,2015
214725,Help Me Enroll To Worship U,1,2,1,,,,https://www.indiegogo.com/projects/help-me-enroll-to-worship-u,Flexible Funding, California,Visalia,50,1100,5,0,2013
327194,Winters Relative,1,NULL,1,,,,https://www.indiegogo.com/projects/winters-relative--3,Flexible Funding, Massachusetts,Boston,530,1500,35,0,2013
79823,Sound&Shape New Album and East Coast Tour,1,3,1,,,,https://www.indiegogo.com/projects/sound-shape-new-album-and-east-coast-tour,Flexible Funding, Tennessee,Nashville,240,3500,7,0,2014
311752,Bike-Powered Piano Folk Rock Tour & Webumentary,1,9,1,,,,https://www.indiegogo.com/projects/bike-powered-piano-folk-rock-tour-webumentary,Flexible Funding, Oregon,Eugene,3511,5000,70,0,2012
14498,Cello An American Experience: Janos Starker Scholarship,1,NULL,1,,,,https://www.indiegogo.com/projects/cello-an-american-experience-janos-starker-scholarship,Flexible Funding, Minnesota,Northfield,285,2500,11,0,2014
204487,Please help save my Bass Clarinet!,1,2,1,,,,https://www.indiegogo.com/projects/please-help-save-my-bass-clarinet,Flexible Funding, New York,New York City,0,3333,0,0,2013
9912,Jake Walker cd 2014,1,NULL,1,,,,https://www.indiegogo.com/projects/jake-walker-cd-2014,Fixed Funding, New York,New York,5150,4999,103,0,2014
60711,Jarrod Alonge 15-SONG STUDIO ALBUM,1,NULL,1,,,,https://www.indiegogo.com/projects/jarrod-alonge-15-song-studio-album,Fixed Funding, Tennessee,Chattanooga,18262,12500,146,0,2014
48925,The Goodwins CD,1,NULL,1,,,,https://www.indiegogo.com/projects/the-goodwins-cd,Fixed Funding, West Virginia,Poca,0,3000,0,0,2014
87083,Eugenie Jones Come Out Swingin' CD,1,7,1,,,,https://www.indiegogo.com/projects/eugenie-jones-come-out-swingin-cd,Flexible Funding, Washington,Seattle,3005,7500,40,0,2015
47121,Sayings Presents: The Broke Bastards Fund,1,NULL,1,,,,https://www.indiegogo.com/projects/sayings-presents-the-broke-bastards-fund,Flexible Funding, Rhode Island,Providence,740,2500,30,0,2014
30682,*Searching for Truth*,1,2,1,,,,https://www.indiegogo.com/projects/searching-for-truth,Flexible Funding, Virginia,Charlottesville,100,2700,4,0,2014
33012,Ben Cina 2014 Project,1,3,1,,,,https://www.indiegogo.com/projects/ben-cina-2014-project,Flexible Funding, Texas,Austin,6340,5000,127,0,2014
184031,Jazz Pianist Takeshi Ohbayashi Debut Album,1,NULL,1,,,,https://www.indiegogo.com/projects/jazz-pianist-takeshi-ohbayashi-debut-album,Fixed Funding, New York,New York,7504,7000,107,0,2013
258882,Help Ghosthouse fund their upcoming EP,1,1,1,,,,https://www.indiegogo.com/projects/help-ghosthouse-fund-their-upcoming-ep,Flexible Funding, Illinois,Chicago,600,600,100,0,2012
217351,Flashpoint Records a New EP!,1,NULL,1,,,,https://www.indiegogo.com/projects/flashpoint-records-a-new-ep,Flexible Funding, Texas,Dallas,3185,3000,106,0,2013
329226,Get On The Road Campaign,1,2,1,,,,https://www.indiegogo.com/projects/get-on-the-road-campaign,Flexible Funding, Massachusetts,Boston,4281,4000,107,0,2013
56164,Music That Empowers,1,13,1,,,,https://www.indiegogo.com/projects/music-that-empowers,Flexible Funding, Oregon,Portland,2885,5000,58,0,2014
10384,THE CHEW TOYS' DEBUT ALBUM,1,1,1,,,,https://www.indiegogo.com/projects/the-chew-toys-debut-album,Flexible Funding, California,Eagle Rock,4595,4000,115,0,2014
48155,Little Man With Big Dreams,1,2,1,,,,https://www.indiegogo.com/projects/little-man-with-big-dreams,Flexible Funding, Ohio,Marietta,5500,10000,55,0,2014
109707,Crenshaw EP ,1,5,1,,,,https://www.indiegogo.com/projects/crenshaw-ep,Flexible Funding, Florida,Clermont,2712,4000,68,0,2015
173252,Songs of the Original Carter Family,1,15,1,,,,https://www.indiegogo.com/projects/songs-of-the-original-carter-family,Flexible Funding, Virginia,Norfolk,2336,12000,19,0,2013
197041,Fiona Apple's engineer to record New Delhi turned LA Indie Artist Bhavana Reddy,1,12,1,,,,https://www.indiegogo.com/projects/fiona-apple-s-engineer-to-record-new-delhi-turned-la-indie-artist-bhavana-reddy,Flexible Funding, California,Los Angeles,8024,7000,115,0,2013
17846,Top Shelf Ministries Cookbook,1,NULL,1,,,,https://www.indiegogo.com/projects/top-shelf-ministries-cookbook--2,Flexible Funding, Texas,Muleshoe,0,15000,0,0,2014
83447,RIMIDI - EP Album Release & Tour,1,NULL,1,,,,https://www.indiegogo.com/projects/rimidi-ep-album-release-tour,Flexible Funding, Florida,Orlando/Miami,125,7500,2,0,2015
128728,Unsound Redux,1,NULL,1,,,,https://www.indiegogo.com/projects/unsound-redux--2,Flexible Funding, District of Columbia,Washington,105,20000,1,0,2013
285911,Help me Spread the Gospel,1,1,1,,,,https://www.indiegogo.com/projects/help-me-spread-the-gospel,Flexible Funding, California,Fairfield,160,1500,11,0,2012
193774,I Want to Make an Original Piano Album!,1,2,1,,,,https://www.indiegogo.com/projects/i-want-to-make-an-original-piano-album,Flexible Funding, Michigan,Rochester,0,799,0,0,2013
206997,Jamison Murphy's Debut Record,1,15,1,,,,https://www.indiegogo.com/projects/jamison-murphy-s-debut-record,Flexible Funding, Minnesota,Lakeville,3591,3000,120,0,2013
136045,Help a English-Spanish singer-songwriter create his first solo album,1,3,1,,,,https://www.indiegogo.com/projects/help-a-english-spanish-singer-songwriter-create-his-first-solo-album,Flexible Funding, Texas,Austin,7,10000,0,0,2014
281795,Love & Pain,1,2,1,,,,https://www.indiegogo.com/projects/love-pain,Flexible Funding, Oklahoma,Oklahoma City,0,5000,0,0,2012
308917,Pollywog Crew: Let's F**king Shoot This!,1,NULL,1,,,,https://www.indiegogo.com/projects/pollywog-crew-let-s-f-king-shoot-this,Flexible Funding, California,Tarzana,25,2000,1,0,2012
328394,Explosive Release,1,6,1,,,,https://www.indiegogo.com/projects/explosive-release,Flexible Funding, Massachusetts,Boston,3201,1600,200,0,2013
167586,New Sir JET EP Video & Club Tour,1,4,1,,,,https://www.indiegogo.com/projects/new-sir-jet-ep-video-club-tour,Flexible Funding, California,Los Angeles,548,30000,2,0,2014
195420,Pyramid Street Records,1,NULL,1,,,,https://www.indiegogo.com/projects/pyramid-street-records,Flexible Funding, Florida,Orlando,10,500,2,0,2013
259556,The Vinyl Countdown,1,1,1,,,,https://www.indiegogo.com/projects/the-vinyl-countdown,Flexible Funding, Florida,Jacksonville,225,15000,2,0,2012
283441,BeachGlow Concerts for Charity 2012 - Raise $100000 for Breast Cancer Research,1,17,1,,,,https://www.indiegogo.com/projects/beachglow-concerts-for-charity-2012-raise-100-000-for-breast-cancer-research,Flexible Funding, Pennsylvania,Yardley,25156,25000,101,0,2012
117309,Andrea Tierra: lluvia de Amores,1,1,1,,,,https://www.indiegogo.com/projects/andrea-tierra-lluvia-de-amores,Flexible Funding, New York,New York,1905,10000,19,0,2013
201163,The PayBack Album,1,2,1,,,,https://www.indiegogo.com/projects/the-payback-album,Flexible Funding, California,Sunnyvale,555,6000,9,0,2013
206061,Arrogant Behavior Productions,1,NULL,1,,,,https://www.indiegogo.com/projects/arrogant-behavior-productions,Flexible Funding, California,Los Angeles,40,10000,0,0,2013
36691,OurDream: 4 Kids 1 Teacher-help dreams come true,1,NULL,1,,,,https://www.indiegogo.com/projects/ourdream-4-kids-1-teacher-help-dreams-come-true,Flexible Funding, California,Los Angeles,1876,80000,2,0,2014
271948,Cornerstone or Bust!,1,4,1,,,,https://www.indiegogo.com/projects/cornerstone-or-bust,Flexible Funding, California,Redding,170,2000,9,0,2012
34592,FLAW FAMILY UNITE,1,NULL,1,,,,https://www.indiegogo.com/projects/flaw-family-unite,Flexible Funding, Kentucky,Louisville,7406,30000,25,0,2014
122071,Lancaster Festival of Voices on Indiegogo,1,13,1,,,,https://www.indiegogo.com/projects/lancaster-festival-of-voices-on-indiegogo,Flexible Funding, Pennsylvania,Lancaster,1600,4000,40,0,2014
156452,WPI Choral Association London Tour 2014,1,NULL,1,,,,https://www.indiegogo.com/projects/wpi-choral-association-london-tour-2014,Flexible Funding, Massachusetts,Worcester,2579,5000,52,0,2014
307610,Cameron Washington Cd Campaign II,1,4,1,,,,https://www.indiegogo.com/projects/cameron-washington-cd-campaign-ii,Flexible Funding, Pennsylvania,Philadelphia,0,500,0,0,2012
33377,Rock The World with Rashmi!,1,28,1,,,,https://www.indiegogo.com/projects/rock-the-world-with-rashmi,Flexible Funding, New York,Brooklyn,16201,15000,108,0,2014
150244,Conman Album And Visuals,1,NULL,1,,,,https://www.indiegogo.com/projects/conman-album-and-visuals,Flexible Funding, Maine,Portland,0,3000,0,0,2014
77873,Gifts the Shepherdess-CD,1,NULL,1,,,,https://www.indiegogo.com/projects/gifts-the-shepherdess-cd,Flexible Funding, Oregon,Talent-Ashland,0,4400,0,0,2014
22231,A Headstone for Mamie Smith: Last Call,1,6,1,,,,https://www.indiegogo.com/projects/a-headstone-for-mamie-smith-last-call,Flexible Funding, New York,Staten Island,511,2000,26,0,2014
147442,BUY FL Studio,1,2,1,,,,https://www.indiegogo.com/projects/buy-fl-studio,Flexible Funding, Michigan,Dearborn,0,500,0,0,2014
213474,Sweet Hot Soul,1,NULL,1,,,,https://www.indiegogo.com/projects/sweet-hot-soul,Flexible Funding, Illinois,Chicago,0,5000,0,0,2013
133776,Recording On Wax Cylinder! -- Rootchie Tootchie & The Ragtime Shepherd Kings,1,18,1,,,,https://www.indiegogo.com/projects/recording-on-wax-cylinder-rootchie-tootchie-the-ragtime-shepherd-kings,Flexible Funding, Tennessee,Nashville,2816,4000,70,0,2013
260218,''The Stillness Here'' -- A Thousand Years at Sea's 2nd LP,1,3,1,,,,https://www.indiegogo.com/projects/the-stillness-here-a-thousand-years-at-sea-s-2nd-lp,Flexible Funding, California,San Francisco,1310,3000,44,0,2012
255462,Help Micah Jones raise $7000 to record his debut album!,1,NULL,1,,,,https://www.indiegogo.com/projects/help-micah-jones-raise-7000-to-record-his-debut-album,Flexible Funding, California,Los Angeles,1060,7000,15,0,2012
181782,Help Tavia Record Her First Studio EP!,1,2,1,,,,https://www.indiegogo.com/projects/help-tavia-record-her-first-studio-ep,Flexible Funding, California,La Mirada,6560,6000,109,0,2013
314107,Crooked Cowboy & The Freshwater Indians,1,8,1,,,,https://www.indiegogo.com/projects/crooked-cowboy-the-freshwater-indians,Flexible Funding, California,Los Angeles,200,20000,1,0,2012
115275,HELP DIVE record their NEW EP!,1,NULL,1,,,,https://www.indiegogo.com/projects/help-dive-record-their-new-ep,Flexible Funding, New Jersey,Clifton,2241,15000,15,0,2013
7746,The Michael Dino Campbell Memorial Fund,1,NULL,1,,,,https://www.indiegogo.com/projects/the-michael-dino-campbell-memorial-fund,Flexible Funding, New York,Bronx,50,20000,0,0,2014
288355,Piano to Make a Living,1,3,1,,,,https://www.indiegogo.com/projects/piano-to-make-a-living,Flexible Funding, Florida,Winter Park,0,3000,0,0,2012
193717,Afterimage - Debut Album Unveil the Unseen,1,3,1,,,,https://www.indiegogo.com/projects/afterimage-debut-album-unveil-the-unseen,Fixed Funding, Illinois,Chicago,2670,2500,107,0,2013
49215,Rap Sabbath Vol 1,1,16,1,,,,https://www.indiegogo.com/projects/rap-sabbath-vol-1,Flexible Funding, California,San Diego,632,5000,13,0,2014
189397,Help send DJ Nicolatron to Human Nature Festival,1,NULL,1,,,,https://www.indiegogo.com/projects/help-send-dj-nicolatron-to-human-nature-festival,Flexible Funding, New Mexico,Albuquerque,535,500,107,0,2013
14002,Send Pat Maine on Warped Tour Properly.,1,NULL,1,,,,https://www.indiegogo.com/projects/send-pat-maine-on-warped-tour-properly,Flexible Funding, Utah,Salt Lake City,570,7800,7,0,2014
120684,Following my dream,1,2,1,,,,https://www.indiegogo.com/projects/following-my-dream,Flexible Funding, Georgia,Atlanta,0,30000,0,0,2013
261535,Need to raise money for Pride & Prejudice - the Musical orchestrations,1,1,1,,,,https://www.indiegogo.com/projects/need-to-raise-money-for-pride-prejudice-the-musical-orchestrations,Flexible Funding, New York,Brooklyn,10262,10000,103,0,2012
